0.08600816	0.025677094	-0.010911044	0.06929774	-0.01823593	0.13167955	0.1301599	0.03894265	0.00402781	0.064849295	0.06457605	-0.039192524	-0.1053683	0.104659766	0.05438969	0.034228835
0.073378526	-0.03319422	-0.07578796	0.022589581	-0.09855335	0.03007801	0.025823811	0.0004556068	-0.010940032	0.021982076	0.037800122	0.03716215	-0.050825555	0.053888235	-0.013984714	-0.023161452
-0.029201878	-0.06754579	-0.022323847	-0.05405065	-0.068240196	0.060823828	-0.021810409	-0.03254172	0.06445057	-0.0674794	-0.056803413	0.049609378	0.018194538	-0.052268606	-0.037252344	-0.012427492
0.06473691	0.027408097	-0.07667242	0.048843764	-0.14797871	0.013641369	0.022854231	-0.048528098	-0.022473933	-0.016339418	0.06644585	0.036805794	-0.037042126	0.06739123	0.013407957	0.03790084
0.19984582	0.053280506	-0.19639814	0.08927087	-0.09414334	0.043919533	0.11613067	0.090893775	-0.08421785	0.079454556	0.106086366	-0.105999	-0.14265895	0.15083289	0.106838964	0.046579555
0.031916153	-0.11184239	-0.16147462	-0.05252652	-0.18685435	-0.062445037	0.023810375	-0.023236759	0.12031442	-0.06510516	-0.06692931	0.08304898	0.008934087	-0.04518195	-0.024555817	-0.1056023
0.018320972	0.0002871868	-0.091568775	-0.045140795	-0.06223097	0.050238118	-0.029229818	-0.041571837	0.06129619	-0.018808164	0.058465406	0.02812672	0.041424237	-0.023392156	0.0061670393	-0.051132977
0.1006695	3.330625e-05	-0.19430052	0.08911735	-0.08474572	0.016007783	0.11457257	0.0050858674	0.0047514564	-0.020163933	0.13053249	-0.0010607073	-0.027991364	0.10209915	-0.020579627	0.017523047
0.111037605	0.032873884	-0.12623009	0.09951711	-0.15122984	-0.019260751	0.11628252	-0.011107088	-0.01773269	-0.018524555	0.022974078	-0.024509374	-0.077658124	0.05035076	0.08045873	0.064751476
-0.0002304516	-0.06529888	-0.016217208	-0.03804355	-0.011916416	0.009804538	-0.049963918	-0.014546307	0.037774947	-0.09414391	-0.01275081	0.05181187	0.054934114	0.0049743867	-0.0024798708	-0.04382327
0.024831917	-0.026465738	-0.26426512	0.05191213	-0.20404577	-0.026384525	0.013415905	-0.054472793	0.036892667	-0.037814453	0.053832427	-0.0050615086	0.03370647	0.033258602	-0.021091668	0.037936494
0.041625902	0.034160495	0.25661868	0.038286466	0.13747111	0.13831706	0.06930763	-0.023159847	0.014992912	-0.021568349	0.042395767	-0.04714739	-0.084349535	0.025722215	0.10441406	-0.031969912
-0.016933726	-0.09633062	0.05538144	-0.05340133	-0.037405934	0.0083089555	0.0313597	-0.075525835	0.036098827	-0.10515334	-0.09643085	0.031645257	-0.023647925	-0.06345728	-0.06753382	-0.038926516
0.0056390944	-0.07335269	-0.03016682	-0.080700114	-0.09551314	0.011932141	-0.017452998	-0.027294125	0.031598188	-0.019089665	-0.0354541	0.094631344	0.047256976	-0.05725227	-0.0842214	-0.00086618186
0.0865187	0.08218905	0.1112783	0.08968307	0.08060064	0.21001124	0.06845764	0.019439604	-0.017549071	0.040698294	0.012377091	-0.07531394	-0.05888881	0.024410773	0.03591554	0.010835106
0.011457159	-0.107142426	-0.035701554	-0.08860733	-0.026421437	0.0025622826	-0.00985658	-0.09261414	0.023867957	-0.092172995	-0.03643937	0.06357646	0.0058412063	-0.016474325	-0.013906198	-0.037990235
-0.027032152	-0.06199138	0.024258766	-0.024827858	-0.019113932	0.021616539	-0.029010482	0.0023116448	0.020531168	-0.08429224	0.020640867	0.016453572	0.0021519123	-0.037484266	-0.07081931	-0.049173392
-0.08893924	-0.12889998	0.2100127	-0.10484299	0.07046714	0.034334254	-0.06880972	-0.10788218	0.09894102	-0.084320694	-0.09105342	0.057571813	0.039357573	-0.06888504	-0.04712322	-0.042760473
